DecimalDay,TemperatureF
101.785,73.94
101.827,71.96
101.869,69.08
101.91,66.92
101.952,64.94
101.994,64.04
102.035,60.98
102.077,60.08
102.119,59
102.131,59
102.146,57.2
102.158,57.2
102.16,57.92
102.172,57.2
102.202,59
102.22,59
102.244,60.08
102.285,60.08
102.327,60.98
102.344,60.8
102.367,62.6
102.369,62.96
102.41,64.94
102.431,66.2
102.437,68
102.452,71.06
102.483,73.4
102.488,73.4
102.494,73.94
102.535,73.04
102.577,75.92
102.619,78.08
102.66,78.08
102.702,80.06
102.744,75.92
102.785,75.92
102.827,73.04
102.869,71.96
102.91,71.06
102.952,68
102.994,66.92
103.035,64.04
103.077,62.96
103.093,62.6
103.102,62.6
103.119,62.96
103.124,62.6
103.16,64.04
103.202,62.96
103.212,62.6
103.244,62.96
103.255,64.4
103.285,64.04
103.327,64.04
103.369,64.94
103.395,66.2
103.41,66.92
103.452,69.08
103.494,73.04
103.535,73.94
103.553,73.4
103.577,73.94
103.619,73.94
103.63,75.2
103.635,73.4
103.66,75.02
103.702,75.02
103.744,73.94
103.785,73.94
103.827,71.96
103.869,71.06
103.91,69.08
103.952,68
103.994,69.08
104.035,66.92
104.051,66.2
104.077,66.02
104.089,66.2
104.097,66.2
104.119,66.02
104.152,66.2
104.16,66.02
104.169,66.2
104.178,66.2
104.183,66.2
104.202,66.02
104.222,66.2
104.244,66.02
104.283,66.2
104.285,66.02
104.29,66.2
104.292,66.2
104.299,66.2
104.327,66.02
104.369,68
104.41,68
104.423,69.8
104.433,69.8
104.452,69.98
104.484,71.6
104.494,73.04
104.503,73.4
104.517,73.4
104.535,75.02
104.577,71.96
104.619,71.06
104.66,69.08
104.702,69.98
104.704,69.8
104.71,69.8
104.716,69.8
104.721,69.8
104.744,68
104.749,68
104.785,68
104.821,68
104.825,68
104.827,68
104.841,68
104.859,68
104.869,68
104.9,68
104.91,68
104.922,68
104.929,68
104.936,68
104.952,66.92
104.994,66.92
105.029,66.2
105.035,66.92
105.077,66.02
105.119,64.94
105.16,64.04
105.181,64.4
105.192,64.4
105.202,64.04
105.244,64.04
105.285,64.04
105.308,64.4
105.325,64.4
105.327,64.04
105.333,64.4
105.369,64.94
105.41,66.02
105.452,68
105.46,66.2
105.494,68
105.535,69.08
105.54,69.8
105.577,71.06
105.619,69.98
105.66,73.04
105.679,71.6
105.702,69.98
105.712,69.8
105.733,69.8
105.742,68
105.744,68
105.785,66.92
105.815,66.2
105.821,66.2
105.827,66.02
105.833,66.2
105.847,66.2
105.853,66.2
105.859,66.2
105.869,66.02
105.874,66.2
105.885,66.2
105.91,66.02
105.942,66.2
105.952,66.02
105.963,66.2
105.974,66.2
105.994,66.02
106.035,66.02
106.077,66.02
106.119,64.94
106.16,64.94
106.176,64.4
106.202,64.94
106.244,64.94
106.285,64.94
106.327,64.94
106.348,64.4
106.369,64.94
106.41,64.94
106.418,66.2
106.452,66.02
106.494,64.94
106.512,66.2
106.527,66.2
106.535,69.08
106.554,69.8
106.569,69.8
106.577,69.98
106.596,71.6
106.619,71.96
106.658,73.4
106.66,75.92
106.702,73.94
106.744,75.02
106.769,71.6
106.785,71.06
106.807,66.2
106.813,64.4
106.818,66.2
106.82,66.2
106.824,64.4
106.827,64.94
106.831,64.4
106.833,64.4
106.84,64.4
106.869,62.96
106.886,62.6
106.91,62.06
106.952,60.08
106.994,60.08
107.035,60.08
107.077,60.08
107.119,59
107.16,59
107.202,59
107.244,59
107.285,59
107.327,59
107.354,60.8
107.369,60.08
107.378,60.8
107.383,60.8
107.391,62.6
107.401,62.6
107.41,62.96
107.452,62.96
107.494,64.04
107.535,62.96
107.577,66.02
107.619,66.92
107.647,66.2
107.655,66.2
107.66,66.92
107.702,66.92
107.718,66.2
107.744,66.02
107.785,64.94
107.827,64.04
107.869,62.96
107.91,62.06
107.952,60.98
107.994,59
108.035,59
108.077,59
108.119,57.92
108.16,57.02
108.19,57.2
108.202,57.02
108.213,57.2
108.244,55.94
108.285,55.94
108.297,55.4
108.327,55.94
108.369,55.94
108.41,55.94
108.452,55.94
108.492,57.2
108.494,57.92
108.535,57.92
108.577,60.98
108.619,62.06
108.66,62.06
108.702,62.06
108.744,62.06
108.785,62.06
108.827,62.06
108.869,60.98
108.91,60.08
108.952,60.08
108.994,59
109.035,60.08
109.077,60.08
109.119,59
109.16,57.92
109.202,57.02
109.244,57.02
109.285,55.94
109.327,57.02
109.369,59
109.41,64.04
109.452,68
109.494,68
109.535,71.96
109.577,71.96
109.619,75.02
109.66,73.94
109.702,75.92
109.744,75.02
109.785,73.04
109.827,69.98
109.869,66.92
109.91,66.02
109.952,64.04
109.994,62.06
110.035,60.98
110.077,59
110.119,57.92
110.16,57.92
110.202,55.94
110.244,57.02
110.285,53.96
110.327,57.02
110.369,60.98
110.41,69.08
110.452,71.96
110.494,75.92
110.535,75.92
110.577,78.98
110.619,80.06
110.66,78.08
110.702,78.98
110.744,78.98
110.785,77
110.827,73.94
110.869,73.04
110.91,71.06
110.952,69.08
110.994,68
111.035,64.94
111.053,64.4
111.077,64.94
111.119,64.04
111.152,64.4
111.16,64.04
111.168,64.4
111.202,64.94
111.208,64.4
111.217,64.4
111.244,64.94
111.285,64.94
111.327,66.02
111.369,66.92
111.41,68
111.452,69.08
111.494,69.98
111.515,71.6
111.535,73.04
111.569,69.8
111.577,69.98
111.586,71.6
111.591,71.6
111.596,71.6
111.619,71.96
111.642,71.6
111.66,71.96
111.668,71.6
111.692,69.8
111.694,69.8
111.702,69.08
111.708,69.8
111.72,69.8
111.744,69.98
111.753,69.8
111.774,69.8
111.785,69.98
111.791,69.8
111.798,69.8
111.827,69.98
111.833,69.8
111.839,69.8
111.869,69.08
111.91,69.08
111.917,69.8
111.952,69.08
111.994,69.08
112.035,69.08
112.077,69.98
112.119,69.98
112.145,69.8
112.16,69.08
112.202,69.08
112.212,69.8
112.244,69.98
112.285,69.08
112.312,69.8
112.319,69.8
112.327,69.98
112.339,71.6
112.346,71.6
112.369,71.06
112.393,71.6
112.41,71.96
112.417,73.4
112.451,75.2
112.452,75.02
112.461,77
112.494,80.96
112.535,84.02
112.577,82.04
112.619,84.92
112.66,82.94
112.702,86
112.744,86
112.785,84.02
112.827,80.06
112.869,78.08
112.91,75.02
112.952,75.02
112.978,75.2
112.994,75.02
113.035,64.04
113.042,62.6
113.047,60.8
113.051,60.8
113.065,60.8
113.077,60.08
113.119,59
113.16,59
113.202,59
113.244,57.02
113.285,55.04
113.327,57.02
113.352,60.8
113.369,62.96
113.41,68
113.452,73.04
113.494,75.02
113.535,78.08
113.577,80.96
113.619,80.96
113.66,80.96
113.702,80.96
113.744,82.04
113.785,80.96
113.827,77
113.869,71.06
113.91,66.02
113.952,62.96
113.994,60.08
114.035,64.04
114.077,62.96
114.119,62.96
114.16,60.98
114.202,60.08
114.244,60.98
114.285,60.08
114.327,60.98
114.369,64.04
114.41,69.08
114.452,73.04
114.494,75.02
114.535,78.98
114.577,80.96
114.619,82.04
114.66,82.94
114.702,84.02
114.744,82.94
114.785,82.04
114.827,78.08
114.869,71.06
114.91,66.02
114.952,66.02
114.994,59
115.035,57.02
115.077,55.04
115.119,55.04
115.16,53.06
115.202,55.04
115.244,55.94
115.285,53.96
115.327,60.08
115.369,66.02
115.41,73.94
115.452,78.98
115.494,82.04
115.535,84.02
115.577,86
115.619,87.08
115.66,87.08
115.702,87.08
115.744,86
115.785,84.92
115.827,78.98
115.869,73.94
115.91,71.06
115.952,66.92
115.994,64.94
116.035,62.96
116.077,62.06
116.119,62.06
116.16,60.98
116.202,60.08
116.244,57.92
116.285,57.02
116.327,57.02
116.369,59
116.41,60.98
116.452,64.94
116.494,66.92
116.535,69.98
116.577,73.04
116.619,75.02
116.66,75.92
116.702,77
116.744,77
116.785,73.94
116.827,71.06
116.869,68
116.91,64.04
116.952,60.98
116.994,60.08
117.035,57.02
117.077,55.04
117.119,53.96
117.16,53.96
117.202,51.98
117.244,51.08
117.285,50
117.327,53.96
117.369,60.08
117.41,66.92
117.452,71.96
117.494,73.94
117.535,77
117.577,78.98
117.619,78.98
117.66,80.06
117.702,80.96
117.744,80.06
117.785,78.08
117.827,75.02
117.869,73.04
117.91,71.96
117.952,69.08
117.994,68
118.035,64.94
118.077,62.96
118.1,62.6
118.119,62.96
118.127,62.6
118.158,64.4
118.16,64.04
118.202,64.04
118.216,64.4
118.244,64.94
118.261,64.4
118.285,64.94
118.315,66.2
118.327,66.02
118.358,66.2
118.369,66.92
118.41,69.08
118.452,71.06
118.494,75.02
118.533,78.8
118.535,78.98
118.577,82.94
118.619,82.94
118.66,84.02
118.702,82.94
118.744,82.04
118.785,78.98
118.827,75.92
118.869,73.94
118.903,73.4
118.91,73.04
118.952,71.96
118.994,71.96
119.001,71.6
119.035,73.04
119.077,73.04
119.119,73.04
119.16,73.94
119.202,73.04
119.244,73.94
119.285,73.94
119.327,73.94
119.351,73.4
119.369,73.94
119.41,75.02
119.452,75.92
119.488,77
119.494,78.08
119.519,80.6
119.524,80.6
119.531,82.4
119.535,82.04
119.577,84.02
119.619,84.92
119.66,86
119.702,87.08
119.744,86
119.785,84.92
119.827,82.94
119.869,80.96
119.91,80.06
119.944,78.8
119.952,78.08
119.976,77
119.994,77
120.001,75.2
120.035,75.02
120.056,75.2
120.067,75.2
120.077,75.02
120.09,73.4
120.104,73.4
120.119,71.06
120.148,68
120.16,68
120.185,68
120.195,69.8
120.202,69.08
120.244,69.08
120.285,66.92
120.327,66.02
120.369,66.92
120.399,68
120.41,69.08
120.452,69.98
120.494,71.06
120.535,75.02
120.577,78.08
120.619,80.06
120.66,78.98
120.702,80.96
120.744,80.96
120.785,78.98
120.827,75.92
120.869,73.94
120.91,69.98
120.952,68
120.994,68
121.035,64.94
121.077,62.96
121.119,64.04
121.16,62.96
121.202,62.06
121.244,62.06
121.285,60.98
121.327,62.06
121.369,62.96
121.41,64.04
121.452,71.96
121.494,80.06
121.535,82.04
121.577,82.94
121.619,86
121.66,86
121.702,86
121.744,84.92
121.785,84.02
121.827,78.98
121.869,73.04
121.91,71.96
121.952,66.02
121.994,62.96
122.035,60.08
122.077,59
122.119,57.02
122.16,53.96
122.202,55.04
122.244,55.04
122.285,55.94
122.327,57.02
122.369,69.08
122.41,75.02
122.452,82.04
122.494,84.02
122.535,87.98
122.577,89.06
122.619,84.92
122.66,84.02
122.702,80.96
122.744,82.04
122.785,80.96
122.827,78.08
122.869,73.94
122.91,71.96
122.952,68
122.994,62.06
123.035,60.08
123.077,57.02
123.119,55.04
123.16,57.02
123.202,57.02
123.244,55.94
123.285,55.94
123.327,55.94
123.369,62.06
123.41,69.08
123.452,75.92
123.494,80.96
123.535,84.02
123.577,87.08
123.619,89.96
123.66,91.04
123.702,89.96
123.744,89.96
123.785,86
123.827,82.04
123.869,78.08
123.91,73.04
123.952,71.96
123.994,69.08
124.035,69.08
124.077,66.92
124.119,64.94
124.16,64.04
124.202,62.06
124.244,60.08
124.285,59
124.327,62.96
124.369,69.08
124.41,78.08
124.452,84.02
124.494,87.98
124.535,91.04
124.577,93.02
124.619,93.92
124.66,93.92
124.702,93.92
124.744,91.94
124.785,89.96
124.827,86
124.869,82.94
124.91,78.98
124.952,75.92
124.994,75.02
125.035,71.06
125.077,69.08
125.119,66.92
125.16,66.02
125.192,66.2
125.202,66.02
125.244,64.94
125.26,64.4
125.285,64.04
125.306,64.4
125.312,64.4
125.327,66.02
125.358,68
125.369,69.08
125.41,73.94
125.452,77
125.494,82.04
125.535,86
125.577,89.06
125.619,89.06
125.66,89.06
125.702,91.04
125.744,87.98
125.785,87.08
125.827,84.02
125.869,80.96
125.91,77
125.952,73.94
125.994,73.04
126.006,71.6
126.035,71.96
126.077,71.06
126.119,71.06
126.16,71.06
126.202,71.06
126.244,71.96
126.285,71.96
126.296,71.6
126.327,73.04
126.369,75.02
126.38,75.2
126.41,78.98
126.452,82.94
126.494,87.08
126.535,89.96
126.577,93.92
126.619,93.02
126.66,93.92
126.702,93.02
126.744,93.02
126.785,89.06
126.827,84.02
126.869,82.04
126.91,78.98
126.952,77
126.994,75.92
127.035,75.02
127.077,73.94
127.119,73.04
127.16,71.96
127.202,69.98
127.244,69.08
127.285,68
127.327,66.92
127.369,66.02
127.41,66.02
127.452,66.92
127.494,66.92
127.535,68
127.577,71.06
127.619,73.04
127.66,73.94
127.702,75.02
127.744,73.04
127.785,71.96
127.827,71.96
127.869,69.98
127.91,69.98
127.952,69.98
127.994,69.98
128.035,69.98
128.077,69.08
128.119,69.08
128.16,69.08
128.202,69.08
128.244,68
128.263,68
128.285,68
128.303,66.2
128.312,66.2
128.327,66.92
128.369,68
128.41,69.08
128.452,69.98
128.494,69.98
128.535,75.02
128.574,75.2
128.577,75.02
128.619,75.02
128.66,73.04
128.702,73.04
128.744,73.04
128.785,71.96
128.801,73.4
128.827,73.94
128.869,73.94
128.892,77
128.898,77
128.91,75.92
128.952,75.02
128.994,73.94
129.035,73.04
129.077,73.04
129.119,73.94
129.16,73.04
129.202,73.04
129.242,73.4
129.244,73.94
129.251,73.4
129.285,73.94
129.319,73.4
129.325,73.4
129.327,73.94
129.369,75.02
129.386,75.2
129.41,77
129.452,78.08
129.494,78.98
129.527,80.6
129.535,80.96
129.577,82.04
129.619,82.94
129.66,84.92
129.702,84.92
129.744,84.92
129.785,82.04
129.827,80.06
129.869,78.98
129.881,78.8
129.909,77
129.91,77
129.93,75.2
129.952,75.02
129.994,73.94
130.001,73.4
130.035,73.94
130.076,73.4
130.077,73.04
130.119,73.04
130.16,73.04
130.202,73.04
130.244,73.04
130.285,73.04
130.327,73.94
130.349,75.2
130.369,75.02
130.388,77
130.41,78.98
130.452,82.94
130.469,82.4
130.494,84.02
130.535,89.06
130.577,87.98
130.619,89.06
130.66,89.06
130.702,87.98
130.744,87.08
130.785,84.92
130.827,82.94
130.869,80.06
130.91,78.08
130.952,77
130.994,75.92
131.001,75.2
131.035,75.92
131.077,75.02
131.119,75.92
131.16,75.02
131.187,73.4
131.202,73.94
131.244,73.04
131.285,73.04
131.313,73.4
131.327,73.94
131.369,75.02
131.394,77
131.41,78.98
131.419,78.8
131.427,80.6
131.435,78.8
131.443,78.8
131.449,80.6
131.452,80.06
131.465,78.8
131.473,80.6
131.48,80.6
131.494,80.96
131.502,80.6
131.535,82.94
131.577,84.02
131.619,87.98
131.66,89.06
131.702,87.98
131.744,86
131.785,84.02
131.827,82.94
131.869,80.06
131.91,78.98
131.952,78.08
131.983,78.8
131.994,78.08
132.035,77
132.077,77
132.119,75.92
132.16,75.92
132.202,75.02
132.244,75.02
132.26,75.2
132.28,73.4
132.285,73.94
132.327,73.94
132.34,73.4
132.369,75.02
132.408,75.2
132.41,77
132.426,78.8
132.433,80.6
132.452,82.04
132.494,82.94
132.535,84.92
132.577,82.94
132.619,86
132.66,84.92
132.702,87.08
132.744,86
132.785,84.92
132.827,82.94
132.869,80.96
132.892,80.6
132.903,80.6
132.91,78.98
132.922,78.8
132.952,78.08
132.994,77
133.035,75.92
133.077,75.92
133.119,75.92
133.135,75.2
133.147,75.2
133.16,75.02
133.185,75.2
133.194,75.2
133.199,73.4
133.202,73.94
133.244,73.94
133.249,73.4
133.285,73.04
133.301,73.4
133.327,73.04
133.342,73.4
133.346,73.4
133.363,73.4
133.369,73.04
133.374,73.4
133.385,73.4
133.401,73.4
133.41,73.04
133.438,73.4
133.452,71.96
133.472,66.2
133.494,66.92
133.535,68
133.543,68
133.551,66.2
133.577,66.02
133.619,66.92
133.636,66.2
133.651,68
133.66,69.08
133.702,71.06
133.718,71.6
133.729,71.6
133.744,71.96
133.785,71.96
133.827,68
133.856,66.2
133.869,66.92
133.898,66.2
133.91,66.02
133.935,64.4
133.952,64.94
133.994,66.02
134.028,66.2
134.035,66.92
134.053,64.4
134.059,64.4
134.077,64.04
134.088,64.4
134.092,64.4
134.119,64.04
134.132,62.6
134.16,62.96
134.196,62.6
134.202,62.96
134.208,62.6
134.214,62.6
134.239,62.6
134.244,62.96
134.28,62.6
134.285,62.96
134.327,64.94
134.369,64.04
134.41,66.92
134.452,69.98
134.494,73.04
134.535,75.92
134.577,78.98
134.619,80.96
134.66,84.02
134.702,82.94
134.744,82.04
134.785,80.06
134.827,77
134.869,75.02
134.91,73.04
134.952,71.06
134.994,69.98
135.035,69.08
135.077,66.92
135.119,66.92
135.16,64.94
135.202,66.02
135.244,66.92
135.285,66.92
135.327,68
135.369,71.06
135.41,75.92
135.452,75.92
135.494,78.98
135.535,80.96
135.577,78.98
135.619,80.06
135.66,82.04
135.702,84.02
135.744,84.92
135.785,82.94
135.827,80.96
135.869,78.08
135.91,75.02
135.952,73.94
135.994,73.94
136.035,73.04
136.077,71.06
136.119,69.98
136.16,69.98
136.202,68
136.244,68
136.285,66.92
136.327,71.96
136.369,77
136.41,82.04
136.452,84.02
136.494,86
136.535,87.98
136.577,87.08
136.619,89.96
136.66,91.04
136.702,89.96
136.744,89.96
136.757,87.8
136.785,80.96
136.827,69.08
136.846,69.8
136.869,69.08
136.903,69.8
136.91,69.08
136.942,68
136.952,68
136.988,68
136.994,68
137.028,68
137.035,68
137.077,66.92
137.119,66.02
137.16,66.02
137.202,66.02
137.244,66.02
137.285,66.02
137.327,66.92
137.369,71.06
137.41,73.94
137.452,78.08
137.494,80.96
137.535,82.94
137.577,86
137.619,87.98
137.66,87.08
137.702,86
137.744,86
137.785,84.92
137.827,82.04
137.869,78.98
137.91,78.08
137.952,77
137.994,75.92
138.035,75.02
138.077,73.04
138.119,71.96
138.153,69.8
138.16,69.98
138.172,69.8
138.182,69.8
138.202,69.08
138.244,69.08
138.269,69.8
138.285,69.98
138.327,71.06
138.369,73.04
138.392,73.4
138.399,75.2
138.405,73.4
138.41,73.94
138.415,75.2
138.424,75.2
138.434,78.8
138.452,78.98
138.488,82.4
138.494,82.04
138.503,80.6
138.509,82.4
138.535,82.94
138.577,84.02
138.619,87.08
138.66,89.06
138.702,87.98
138.744,87.08
138.785,84.92
138.827,84.02
138.869,82.04
138.91,80.06
138.943,78.8
138.952,78.98
138.994,78.08
139.025,77
139.035,77
139.077,75.92
139.103,75.2
139.119,75.02
139.16,73.94
139.17,73.4
139.202,73.94
139.22,73.4
139.244,75.02
139.285,75.02
139.294,75.2
139.3,75.2
139.311,75.2
139.316,75.2
139.324,75.2
139.327,75.02
139.337,75.2
139.369,75.92
139.41,77
139.452,78.08
139.489,78.8
139.494,78.98
139.517,78.8
139.535,78.98
139.577,78.98
139.613,82.4
139.619,82.04
139.624,82.4
139.644,84.2
139.649,84.2
139.66,82.04
139.702,86
139.744,86
139.785,84.02
139.827,82.04
139.869,80.06
139.91,78.98
139.932,80.6
139.952,80.06
139.994,78.98
140.035,77
140.067,77
140.077,75.92
140.11,75.2
140.119,75.92
140.16,75.92
140.191,75.2
140.202,75.02
140.244,75.02
140.262,75.2
140.285,75.02
140.303,75.2
140.327,75.92
140.34,75.2
140.36,75.2
140.369,77
140.41,80.96
140.452,80.96
140.494,82.94
140.535,84.92
140.577,89.06
140.619,91.04
140.66,89.96
140.702,89.96
140.744,87.98
140.785,87.98
140.827,86
140.869,84.02
140.91,82.04
140.952,80.06
140.992,78.8
140.994,78.98
141.035,77
141.06,77
141.075,77
141.077,77
141.119,77
141.16,75.92
141.202,75.92
141.211,75.2
141.218,75.2
141.244,75.92
141.285,75.92
141.289,75.2
141.294,75.2
141.327,77
141.351,77
141.369,78.08
141.41,78.98
141.452,80.06
141.469,82.4
141.494,84.02
141.535,84.92
141.577,89.06
141.619,91.04
141.66,87.98
141.702,89.06
141.744,87.08
141.785,86
141.827,84.02
141.869,82.04
141.91,80.96
141.952,80.06
141.994,1.04
142.01,1.4
142.03,1.4
142.035,1.04
142.577,87.08
142.619,89.96
142.66,89.96
142.702,89.96
142.744,87.08
142.785,86
142.827,84.02
142.869,82.04
142.889,80.6
142.91,80.06
142.952,78.98
142.994,78.08
143.006,78.8
143.035,75.92
143.057,75.2
143.077,75.92
143.119,75.02
143.16,75.02
143.194,73.4
143.202,73.94
143.244,73.94
143.285,73.04
143.327,73.94
143.333,73.4
143.369,75.02
143.41,75.92
143.452,78.08
143.494,80.06
143.518,80.6
143.535,82.04
143.577,84.92
143.619,84.92
143.66,86
143.702,86
143.744,84.92
143.785,82.94
143.827,82.04
143.869,80.06
143.91,78.08
143.952,77
143.994,75.92
144.035,73.94
144.077,73.94
144.098,73.4
144.103,73.4
144.119,73.04
144.14,73.4
144.16,73.04
144.167,73.4
144.202,73.04
144.244,73.04
144.285,73.04
144.327,73.94
144.335,73.4
144.369,73.94
144.41,75.92
144.42,75.2
144.43,77
144.443,77
144.452,77
144.494,78.08
144.535,78.98
144.544,78.8
144.55,78.8
144.577,80.06
144.619,82.04
144.66,80.06
144.702,82.04
144.744,82.94
144.785,80.96
144.827,80.06
144.869,78.08
144.91,78.08
144.952,77
144.994,75.92
145.035,73.94
145.077,73.04
145.11,71.6
145.119,71.96
145.16,71.96
145.2,73.4
145.202,73.04
145.244,73.04
145.285,73.04
145.321,73.4
145.327,73.04
145.347,73.4
145.358,73.4
145.369,75.92
145.41,78.08
145.419,77
145.452,80.96
145.464,80.6
145.494,84.02
145.535,86
145.577,87.08
145.619,89.96
145.66,86
145.702,89.96
145.744,87.98
145.785,87.08
145.827,84.92
145.869,80.96
145.91,80.06
145.952,75.92
145.994,73.04
146.035,73.04
146.077,73.04
146.119,71.96
146.16,71.06
146.202,71.06
146.244,69.98
146.285,66.92
146.327,73.04
146.369,78.08
146.41,82.04
146.452,86
146.494,87.98
146.535,89.06
146.577,91.04
146.619,93.02
146.66,91.94
146.702,93.02
146.744,91.94
146.766,87.8
146.785,86
146.808,82.4
146.827,82.94
146.869,80.06
146.91,77
146.952,73.94
146.994,75.02
147.035,75.02
147.077,73.94
147.119,73.94
147.16,73.04
147.202,71.96
147.244,69.98
147.285,71.06
147.327,73.04
147.369,77
147.41,82.94
147.452,87.98
147.494,91.94
147.535,91.04
147.577,93.02
147.619,93.92
147.66,93.92
147.702,95
147.744,93.02
147.785,91.04
147.827,87.98
147.869,86
147.91,82.94
147.952,80.06
147.994,78.08
148.035,75.92
148.077,78.08
148.119,78.08
148.16,73.04
148.202,75.02
148.244,73.94
148.285,73.94
148.327,75.02
148.369,80.06
148.41,84.92
148.452,89.06
148.494,91.04
148.535,93.02
148.577,93.02
148.619,93.92
148.66,91.94
148.678,89.6
148.702,82.04
148.744,82.04
148.785,89.06
148.827,87.08
148.869,84.02
148.91,82.04
148.952,80.06
148.994,77
149.035,75.02
149.077,77
149.119,77
149.16,75.92
149.202,73.94
149.244,73.94
149.285,73.04
149.327,75.02
149.369,78.98
149.41,82.94
149.452,86
149.494,89.06
149.535,91.94
149.577,89.96
149.619,93.92
149.66,93.02
149.702,91.94
149.744,91.04
149.785,87.98
149.827,86
149.843,84.2
149.869,84.02
149.91,82.94
149.952,80.96
149.994,80.06
150.035,78.08
150.077,75.92
150.119,75.02
150.16,73.04
150.202,71.96
150.244,71.06
150.285,71.06
150.327,71.96
150.369,77
150.41,80.96
150.452,84.02
150.494,87.08
150.535,89.96
150.577,91.04
150.619,91.04
150.66,93.02
150.702,93.02
150.744,91.94
150.785,89.96
150.827,87.08
150.869,84.92
150.91,82.04
150.952,80.96
150.994,78.98
151.035,78.08
151.077,75.92
151.119,73.94
151.16,73.04
151.202,71.96
151.244,71.06
151.285,69.98
151.327,73.04
151.369,77
151.41,80.96
151.452,84.92
151.494,87.98
151.535,89.96
151.577,89.96
151.619,93.02
151.66,91.94
151.702,93.02
151.744,91.94
151.785,89.96
151.827,87.08
151.869,84.92
151.91,82.94
151.952,80.96
151.994,78.98
152.035,77
152.077,75.92
152.119,73.94
152.16,73.94
152.188,73.4
152.202,73.94
152.224,73.4
152.233,73.4
152.244,73.04
152.285,73.04
152.314,73.4
152.327,75.02
152.355,75.2
152.369,77
152.402,80.6
152.41,78.98
152.441,80.6
152.452,82.04
152.494,87.08
152.535,91.04
152.577,91.04
152.619,93.02
152.66,93.92
152.702,95
152.744,89.96
152.785,78.98
152.791,77
152.805,71.6
152.812,68
152.825,66.2
152.827,66.92
152.833,68
152.869,69.98
152.896,69.8
152.91,69.08
152.952,69.08
152.959,69.8
152.966,69.8
152.975,69.8
152.994,69.08
153.008,69.8
153.035,68
153.077,68
153.089,68
153.101,68
153.119,69.08
153.129,68
153.148,68
153.16,68
153.202,66.92
153.244,68
153.285,68
153.327,69.08
153.369,69.98
153.41,69.98
153.452,71.06
153.494,71.96
153.535,73.04
153.551,73.4
153.577,73.04
153.619,73.04
153.66,73.04
153.702,73.04
153.744,73.04
153.785,73.94
153.827,73.04
153.869,71.96
153.91,71.96
153.952,71.96
153.994,71.96
154.035,71.96
154.077,71.06
154.119,69.98
154.16,69.08
154.202,69.08
154.244,69.08
154.285,69.08
154.327,71.06
154.369,75.02
154.41,82.04
154.452,84.92
154.494,87.08
154.535,87.98
154.577,91.04
154.619,91.04
154.66,93.02
154.702,93.92
154.744,93.02
154.785,89.96
154.827,87.98
154.869,84.02
154.91,82.04
154.952,80.96
154.994,78.98
155.035,78.08
155.077,75.92
155.119,75.02
155.16,73.94
155.202,73.04
155.244,71.96
155.285,71.06
155.327,73.94
155.369,78.08
155.41,80.96
155.452,80.96
155.481,80.6
155.494,80.96
155.524,84.2
155.535,86
155.577,89.06
155.619,91.04
155.66,91.94
155.702,93.02
155.744,91.04
155.785,89.96
155.827,87.08
155.869,84.92
155.91,84.02
155.952,82.04
155.994,80.06
156.035,78.98
156.043,78.8
156.053,78.8
156.077,78.98
156.116,78.8
156.119,78.98
156.16,78.98
156.171,78.8
156.202,78.98
156.238,78.8
156.244,78.98
156.249,78.8
156.277,78.8
156.282,78.8
156.285,80.06
156.293,78.8
156.312,80.6
156.327,80.06
156.363,80.6
156.369,80.96
156.41,82.94
156.449,84.2
156.452,84.92
156.494,87.08
156.535,89.06
156.577,91.94
156.619,91.94
156.66,93.02
156.702,93.02
156.744,93.02
156.785,91.94
156.827,89.06
156.869,87.08
156.91,86
156.952,84.92
156.994,82.94
157.035,80.96
157.062,80.6
157.077,80.96
157.083,80.6
157.088,80.6
157.107,80.6
157.114,78.8
157.119,78.98
157.142,78.8
157.16,78.08
157.202,78.08
157.244,75.92
157.285,77
157.327,78.98
157.369,80.96
157.41,84.02
157.452,86
157.494,87.98
157.535,91.94
157.619,91.04
157.66,91.04
157.702,87.08
157.744,87.98
157.785,86
157.827,84.92
157.869,84.02
157.91,82.94
157.952,80.96
157.994,80.06
158.035,78.98
158.077,78.08
158.119,77
158.16,77
158.168,77
158.192,77
158.202,77
158.225,77
158.244,77
158.252,77
158.265,77
158.285,77
158.327,78.98
158.356,78.8
158.363,78.8
158.369,78.08
158.41,78.98
158.452,82.04
158.494,86
158.535,86
158.577,86
158.619,87.98
158.66,87.98
158.702,87.98
158.744,84.02
158.785,80.96
158.827,78.08
158.849,75.2
158.869,75.02
158.899,75.2
158.91,75.92
158.952,75.92
158.965,75.2
158.984,77
158.994,77
159.024,77
159.035,77
159.063,75.2
159.077,75.92
159.083,75.2
159.096,75.2
159.115,73.4
159.119,71.96
159.126,71.6
159.131,71.6
159.135,73.4
159.138,71.6
159.147,71.6
159.153,71.6
159.16,71.96
159.169,71.6
159.192,71.6
159.202,73.04
159.213,73.4
159.215,73.4
159.222,71.6
159.24,71.6
159.244,71.96
159.256,71.6
159.27,71.6
159.275,71.6
159.284,71.96
159.301,73.4
159.305,73.4
159.317,73.4
159.327,73.04
159.369,75.92
159.374,75.2
159.387,75.2
159.396,75.2
159.41,73.94
159.452,71.96
159.494,71.96
159.519,73.4
159.535,73.94
159.577,77
159.619,78.98
159.66,82.04
159.702,84.92
159.735,84.2
159.742,84.2
159.744,84.92
159.785,82.94
